date,DateTime,Event,Period,SurvM,Actual,Prior,Revised,BB_relevance_index,Ticker,SurvA,SurvH,SurvL,Freq,Ests,Time,StdDev,Surprise,DateTime1,DateTime2,DateTime3,Amendment
15-Jan-08,1/15/2008,PPI Ex Food and Energy YoY,Dec,0.02,0.02,0.02,0.021,0.0,PPI XYOY Index,0.0203,0.024,0.018,M,22.0,8:30,0.11,0.0,1/15/2008,8:30,,
15-Jan-08,1/15/2008,Empire Manufacturing,Jan,10,9,10.3,8.6,82.6772,EMPRGBCI Index,10.04,16.6,4,M,46.0,8:30,2.77,-0.36,1/15/2008,8:30,,
15-Jan-08,1/15/2008,Retail Sales Ex Auto MoM,Dec,-0.001,-0.004,0.018,0.018,64.4882,RSTAXMOM Index,-0.0007,0.004,-0.01,M,68.0,8:30,0.26,-1.16,1/15/2008,8:30,,
15-Jan-08,1/15/2008,PPI MoM,Dec,0.002,-0.001,0.032,0.018,0.0,PPI CHNG Index,0.001,0.009,-0.01,M,73.0,8:30,0.28,-1.07,1/15/2008,8:30,,
15-Jan-08,1/15/2008,Retail Sales Advance MoM,Dec,0,-0.004,0.012,0.01,92.126,RSTAMOM Index,-0.0003,0.005,-0.008,M,74.0,8:30,0.22,-1.85,1/15/2008,8:30,,
15-Jan-08,1/15/2008,Business Inventories,Nov,0.004,0.004,0.001,0.004,38.5827,MTIBCHNG Index,0.0043,0.006,0.001,M,50.0,10:00,0.12,0.0,1/15/2008,10:00,,
15-Jan-08,1/15/2008,Bloomberg Consumer Comfort,13-Jan,-21,-24,-20,40,66.9291,COMFCOMF Index,-20.67,-20,-21,W,3.0,5:00,0.47,-6.36,1/15/2008,17:00,,
15-Jan-08,1/15/2008,ABC Consumer Confidence,13-Jan,-21,-24,-20,,0.0,ACNFCOMF Index,-20.67,-20,-21,W,3.0,5:00,0.47,-6.36,1/15/2008,17:00,,
16-Jan-08,1/16/2008,MBA Mortgage Applications,11-Jan,,0.284,0.322,,92.3077,MBAVCHNG Index,,,,W,0.0,7:00,,,1/16/2008,7:00,,
16-Jan-08,1/16/2008,CPI Index NSA,Dec,210.086,210.036,210.177,,37.0079,CPURNSA Index,210.1,210.4,210,M,7.0,8:30,0.13,-0.38,1/16/2008,8:30,,
16-Jan-08,1/16/2008,CPI Ex Food and Energy MoM,Dec,0.002,0.002,0.003,,76.8504,CPUPXCHG Index,0.002,0.003,0.001,M,75.0,8:30,0.04,0.0,1/16/2008,8:30,,
16-Jan-08,1/16/2008,CPI Ex Food and Energy YoY,Dec,0.024,0.024,0.023,,54.3307,CPI XYOY Index,0.0238,0.025,0.023,M,31.0,8:30,0.05,0.0,1/16/2008,8:30,,
16-Jan-08,1/16/2008,CPI MoM,Dec,0.002,0.003,0.008,,96.06299999999999,CPI CHNG Index,0.0022,0.006,0,M,76.0,8:30,0.09,1.09,1/16/2008,8:30,,
16-Jan-08,1/16/2008,CPI YoY,Dec,0.041,0.041,0.043,,70.0787,CPI YOY Index,0.0407,0.045,0.039,M,28.0,8:30,0.12,0.0,1/16/2008,8:30,,
16-Jan-08,1/16/2008,CPI Core Index SA,Dec,,213.148,212.633,212.66,40.1575,CPUPAXFE Index,,,,M,0.0,8:30,,,1/16/2008,8:30,,
16-Jan-08,1/16/2008,Net Long-term TIC Flows,Nov,50.0,90.9,114.0,128.9,72.4409,FRNTTOTL Index,51.67,75.0,19.0,M,12.0,9:00,17.15,2.38,1/16/2008,9:00,,
16-Jan-08,1/16/2008,Total Net TIC Flows,Nov,60.0,149.9,97.8,90.4,64.5669,FRNTTNET Index,61.43,100.0,20.0,M,7.0,9:00,21.5,4.18,1/16/2008,9:00,,
16-Jan-08,1/16/2008,Industrial Production MoM,Dec,-0.002,0,0.003,0.006,89.7638,IP CHNG Index,-0.0015,0.002,-0.005,M,74.0,9:15,0.17,1.19,1/16/2008,9:15,,
16-Jan-08,1/16/2008,Capacity Utilization,Dec,0.812,0.814,0.815,0.811,62.8346,CPTICHNG Index,0.8125,0.817,0.809,M,66.0,9:15,0.15,1.36,1/16/2008,9:15,,
16-Jan-08,1/16/2008,NAHB Housing Market Index,Jan,19,19,19,18,45.6693,USHBMIDX Index,18.88,21,17,M,42.0,1:00,0.79,0.0,1/16/2008,13:00,,
16-Jan-08,1/16/2008,Fed's Beige Book,,,,,,0.0,,,,,,,2:00,,,1/16/2008,14:00,,
17-Jan-08,1/17/2008,Building Permits,Dec,1135,1068,1152,1224,62.2835,NHSPATOT Index,1130.84,1170,1050,M,45.0,8:30,22.04,-3.04,1/17/2008,8:30,,
17-Jan-08,1/17/2008,Continuing Claims,5-Jan,2705,2751,2702,2760,68.8976,INJCSP Index,2707.86,2725,2690,W,7.0,8:30,12.21,3.77,1/17/2008,8:30,,
17-Jan-08,1/17/2008,Initial Jobless Claims,12-Jan,331,301,322,346,98.4252,INJCJC Index,333.36,350,310,W,33.0,8:30,8.03,-3.74,1/17/2008,8:30,,
17-Jan-08,1/17/2008,Housing Starts,Dec,1145,1006,1187,1197,88.9764,NHSPSTOT Index,1141.85,1200,1050,M,74.0,8:30,27.48,-5.06,1/17/2008,8:30,,
17-Jan-08,1/17/2008,Philadelphia Fed Business Outlook,Jan,-1,-20.9,-5.7,-5.4,78.7402,OUTFGAF Index,-0.77,5.2,-7,M,53.0,10:00,3.0,-6.64,1/17/2008,10:00,,
18-Jan-08,1/18/2008,U. of Mich. Sentiment P,Jan P,74.5,80.5,75.5,,94.4882,CONSSENT Index,74.85,80,70,M,65.0,10:00,1.71,3.51,1/18/2008,10:00,, P
18-Jan-08,1/18/2008,Leading Index,Dec,-0.001,-0.002,-0.004,-0.009,83.4646,LEI CHNG Index,-0.0011,0.001,-0.003,M,63.0,10:00,0.09,-1.06,1/18/2008,10:00,,
22-Jan-08,1/22/2008,FOMC Rate Decision (Upper Bound),22-Jan,,0.035,0.045,,97.6378,FDTR Index,,,,D,0.0,8:20,,,1/22/2008,8:20,,
22-Jan-08,1/22/2008,Richmond Fed Manufact. Index,Jan,-5,-8,-4,-2,70.8661,RCHSINDX Index,-5.5,-3,-10,M,4.0,10:00,2.69,-1.3,1/22/2008,10:00,,
22-Jan-08,1/22/2008,ABC Consumer Confidence,20-Jan,,-23,-24,,0.0,ACNFCOMF Index,,,,W,1.0,5:00,,,1/22/2008,17:00,,
22-Jan-08,1/22/2008,Bloomberg Consumer Comfort,20-Jan,,-23,-24,38,66.9291,COMFCOMF Index,,,,W,1.0,5:00,,,1/22/2008,17:00,,
23-Jan-08,1/23/2008,MBA Mortgage Applications,18-Jan,,0.083,0.284,,92.3077,MBAVCHNG Index,,,,W,0.0,7:00,,,1/23/2008,7:00,,
24-Jan-08,1/24/2008,Continuing Claims,12-Jan,2720,2672,2751,2828,68.8976,INJCSP Index,2722.22,2750,2700,W,9.0,8:30,17.97,-2.67,1/24/2008,8:30,,
24-Jan-08,1/24/2008,Initial Jobless Claims,19-Jan,320,301,301,322,98.4252,INJCJC Index,323.00,350,300,W,39.0,8:30,9.99,-1.9,1/24/2008,8:30,,
24-Jan-08,1/24/2008,Existing Home Sales MoM,Dec,-0.01,-0.022,0.004,0.007,49.6063,ETSLMOM Index,-0.0103,0.03,-0.05,M,73.0,10:00,1.25,-0.96,1/24/2008,10:00,,
24-Jan-08,1/24/2008,Existing Home Sales,Dec,4.95,4.89,5.00,4.46,88.189,ETSLTOTL Index,4.95,5.15,4.75,M,73.0,10:00,0.06,-0.96,1/24/2008,10:00,,
28-Jan-08,1/28/2008,New Home Sales,Dec,647,604,647,641,91.3386,NHSLTOT Index,643.63,680,595,M,62.0,10:00,17.35,-2.48,1/28/2008,10:00,,
28-Jan-08,1/28/2008,New Home Sales MoM,Dec,0,-0.047,-0.09,-0.118,46.4567,NHSLCHNG Index,-0.0051,0.051,-0.08,M,62.0,10:00,2.69,-1.75,1/28/2008,10:00,,
29-Jan-08,1/29/2008,Durable Goods Orders,Dec,0.016,0.052,0.001,0.002,92.9134,DGNOCHNG Index,0.0188,0.06,-0.005,M,64.0,8:30,1.41,2.55,1/29/2008,8:30,,
29-Jan-08,1/29/2008,Durables Ex Transportation,Dec,0.001,0.026,-0.007,0,74.3307,DGNOXTCH Index,0.0008,0.011,-0.015,M,30.0,8:30,0.62,4.08,1/29/2008,8:30,,
29-Jan-08,1/29/2008,S&P CoreLogic CS 20-City NSA Index,Nov,,188.82,192.89,192.98,43.3071,SPCS20 Index,,,,M,2.0,9:00,,,1/29/2008,9:00,,
29-Jan-08,1/29/2008,S&P CoreLogic CS 20-City YoY NSA,Nov,-0.0705,-0.077,-0.061,-0.0605,40.9449,SPCS20Y% Index,-0.07,-0.06,-0.08,M,14.0,9:00,0.46,-1.4,1/29/2008,9:00,,
29-Jan-08,1/29/2008,Conf. Board Consumer Confidence,Jan,87,87.9,88.6,90.6,93.7008,CONCCONF Index,86.87,92,80,M,66.0,10:00,1.96,0.46,1/29/2008,10:00,,
29-Jan-08,1/29/2008,U.S. Federal Reserve Open Market Committee Meeting Begins,,,,,,0.0,,,,,,,2:00,,,1/29/2008,14:00,,
29-Jan-08,1/29/2008,Bloomberg Consumer Comfort,27-Jan,-24,-27,-23,38,66.9291,COMFCOMF Index,-23,-21,-24,W,3.0,5:00,1.41,-2.12,1/29/2008,17:00,,
29-Jan-08,1/29/2008,ABC Consumer Confidence,27-Jan,-24,-27,-23,,0.0,ACNFCOMF Index,-23,-21,-24,W,3.0,5:00,1.41,-2.12,1/29/2008,17:00,,
30-Jan-08,1/30/2008,MBA Mortgage Applications,25-Jan,,0.075,0.083,,92.3077,MBAVCHNG Index,,,,W,0.0,7:00,,,1/30/2008,7:00,,
30-Jan-08,1/30/2008,ADP Employment Change,Jan,40,130,40,16,87.4016,ADP CHNG Index,36.67,95,-15,M,21.0,8:15,23.67,3.8,1/30/2008,8:15,,
30-Jan-08,1/30/2008,GDP Price Index A,4Q A,0.026,0.026,0.01,,77.4803,GDP PIQQ Index,0.025,0.039,0.011,Q,42.0,8:30,0.54,0.09,1/30/2008,8:30,, A
30-Jan-08,1/30/2008,GDP Annualized QoQ A,4Q A,0.012,0.006,0.049,,96.8504,GDP CQOQ Index,0.013,0.023,0.004,Q,77.0,8:30,0.36,-1.68,1/30/2008,8:30,, A
30-Jan-08,1/30/2008,Personal Consumption A,4Q A,0.026,0.02,0.028,,67.7953,GDPCTOT% Index,0.0265,0.039,0.018,Q,10.0,8:30,0.5,-1.2,1/30/2008,8:30,, A
30-Jan-08,1/30/2008,Core PCE QoQ A,4Q A,0.025,0.027,0.02,,67.7953,GDPCPCEC Index,0.0246,0.027,0.021,Q,9.0,8:30,0.21,0.97,1/30/2008,8:30,, A
30-Jan-08,1/30/2008,FOMC Rate Decision (Upper Bound),30-Jan,0.03,0.03,0.035,,97.6378,FDTR Index,0.0313,0.035,0.0275,D,89.0,2:15,0.19,0.0,1/30/2008,14:15,,
31-Jan-08,1/31/2008,PCE Deflator YoY,Dec,0.035,0.035,0.036,0.036,41.7323,PCE DEFY Index,0.0351,0.04,0.03,M,9.0,8:30,0.24,0.0,1/31/2008,8:30,,
31-Jan-08,1/31/2008,Personal Income,Dec,0.004,0.005,0.004,0.004,85.8268,PITLCHNG Index,0.0036,0.005,0.002,M,70.0,8:30,0.07,1.43,1/31/2008,8:30,,
31-Jan-08,1/31/2008,Initial Jobless Claims,26-Jan,319,375,301,321,98.4252,INJCJC Index,319.38,350,300,W,37.0,8:30,9.68,5.79,1/31/2008,8:30,,
31-Jan-08,1/31/2008,PCE Core Deflator YoY,Dec,0.022,0.022,0.022,0.023,50.3937,PCE CYOY Index,0.0221,0.024,0.022,M,29.0,8:30,0.04,0.0,1/31/2008,8:30,,
31-Jan-08,1/31/2008,Personal Spending,Dec,0.001,0.002,0.011,0.007,85.8268,PCE CRCH Index,0.0012,0.01,-0.005,M,73.0,8:30,0.2,0.5,1/31/2008,8:30,,
31-Jan-08,1/31/2008,Employment Cost Index,4Q,0.008,0.008,0.008,,74.8031,ECI SA% Index,0.0081,0.014,0.006,Q,61.0,8:30,0.1,0.0,1/31/2008,8:30,,
31-Jan-08,1/31/2008,PCE Core Deflator MoM,Dec,0.002,0.002,0.002,,60.0787,PCE CMOM Index,0.002,0.003,0.002,M,55.0,8:30,0.01,0.0,1/31/2008,8:30,,
31-Jan-08,1/31/2008,Continuing Claims,19-Jan,2685,2716,2672,2752,68.8976,INJCSP Index,2695.25,2750,2660,W,8.0,8:30,34.38,0.9,1/31/2008,8:30,,
31-Jan-08,1/31/2008,MNI Chicago PMI,Jan,52,51.5,56.6,55.8,81.8898,CHPMINDX Index,52.13,57,48,M,54.0,9:45,1.7,-0.29,1/31/2008,9:45,,
31-Jan-08,1/31/2008,Help Wanted Index,Dec,20,22,21,,0.0,LHWANWPA Index,20.11,21,19,M,9.0,10:00,0.57,3.53,1/31/2008,10:00,,
31-Jan-08,1/31/2008,ISM Milwaukee,Jan,,58,62,,0.0,MAPMINDX Index,,,,M,1.0,10:00,,,1/31/2008,10:00,,
1-Feb-08,2/1/2008,Wards Total Vehicle Sales,Jan,16.00,15.20,16.30,15.78,44.0945,SAARTOTL Index,16.03,16.40,15.60,M,32.0,,0.18,-4.41,2/1/2008,,,
1-Feb-08,2/1/2008,Wards Domestic Vehicle Sales,Jan,12.30,11.70,12.50,,0.0,SAARDTOT Index,12.29,12.70,11.80,M,25.0,,0.16,-3.67,2/1/2008,,,
1-Feb-08,2/1/2008,Avg Weekly Hours Production,Jan,33.8,33.7,33.8,,0.0,USWHTOT Index,33.78,33.8,33.7,M,33.0,8:30,0.04,-2.59,2/1/2008,8:30,,
1-Feb-08,2/1/2008,Avg Hourly Earning YOY Prod,Jan,0.039,0.037,0.037,0.038,0.0,USHEYOY Index,0.0383,0.039,0.037,M,6.0,8:30,0.07,-2.01,2/1/2008,8:30,,
1-Feb-08,2/1/2008,Avg Hourly Earning MOM Prod,Jan,0.003,0.002,0.004,0.003,0.0,USHETOT% Index,0.0028,0.006,0.001,M,56.0,8:30,0.07,-1.43,2/1/2008,8:30,,
1-Feb-08,2/1/2008,Unemployment Rate,Jan,0.05,0.049,0.05,,89.2913,USURTOT Index,0.0496,0.051,0.048,M,73.0,8:30,0.06,-1.68,2/1/2008,8:30,,
1-Feb-08,2/1/2008,Change in Manufact. Payrolls,Jan,-20,-28,-31,-11,69.4488,USMMMNCH Index,-18.61,25,-35,M,18.0,8:30,12.54,-0.64,2/1/2008,8:30,,
1-Feb-08,2/1/2008,Change in Nonfarm Payrolls,Jan,70,-17,18,108,99.2126,NFP TCH Index,71.75,160,5,M,80.0,8:30,30.05,-2.89,2/1/2008,8:30,,
1-Feb-08,2/1/2008,Construction Spending MoM,Dec,-0.005,-0.011,0.001,-0.017,80.315,CNSTTMOM Index,-0.0049,0.008,-0.016,M,47.0,10:00,0.33,-1.84,2/1/2008,10:00,,
1-Feb-08,2/1/2008,U. of Mich. Sentiment F,Jan F,79,78.4,80.5,78.4,94.4882,CONSSENT Index,78.63,81.1,72,M,50.0,10:00,1.72,-0.35,2/1/2008,10:00,, F
1-Feb-08,2/1/2008,ISM Prices Paid,Jan,68,76,68,,74.0157,NAPMPRIC Index,67.06,71,62,M,9.0,10:00,2.52,3.17,2/1/2008,10:00,,
1-Feb-08,2/1/2008,ISM Manufacturing,Jan,47.3,50.7,47.7,,95.2756,NAPMPMI Index,47.27,51,44.8,M,75.0,10:00,1.21,2.82,2/1/2008,10:00,,
4-Feb-08,2/4/2008,Challenger Job Cuts YoY,Jan,,0.191,-0.187,,36.2205,CHALYOY% Index,,,,M,0.0,7:30,,,2/4/2008,7:30,,
4-Feb-08,2/4/2008,Factory Orders,Dec,0.025,0.023,0.015,0.022,85.0394,TMNOCHNG Index,0.0247,0.046,0.003,M,61.0,10:00,0.69,-0.29,2/4/2008,10:00,,
5-Feb-08,2/5/2008,ISM Services Index,Jan,52.5,44.6,53.2,,79.5276,NAPMNMI Index,52.26,53.1,50,M,16.0,8:55,0.7,-11.29,2/5/2008,8:55,,
5-Feb-08,2/5/2008,ISM Non-Manufacturing,Jan,53,41.9,54.4,53.2,0.0,NAPMNMAN Index,52.92,55,51,M,65.0,8:55,0.79,-13.99,2/5/2008,8:55,,
5-Feb-08,2/5/2008,Bloomberg Consumer Comfort,3-Feb,,-33,-27,36,66.9291,COMFCOMF Index,,,,W,1.0,5:00,,,2/5/2008,17:00,,
5-Feb-08,2/5/2008,ABC Consumer Confidence,3-Feb,,-33,-27,,0.0,ACNFCOMF Index,,,,W,1.0,5:00,,,2/5/2008,17:00,,
6-Feb-08,2/6/2008,MBA Mortgage Applications,1-Feb,,0.03,0.075,,92.3077,MBAVCHNG Index,,,,W,0.0,7:00,,,2/6/2008,7:00,,
6-Feb-08,2/6/2008,Unit Labor Costs P,4Q P,0.035,0.021,-0.02,-0.025,37.7953,COSTNFR% Index,0.034,0.05,0.01,Q,67.0,8:30,0.77,-1.81,2/6/2008,8:30,, P
6-Feb-08,2/6/2008,Nonfarm Productivity P,4Q P,0.005,0.018,0.019,0.036,42.5197,PRODNFR% Index,0.0054,0.027,-0.006,Q,71.0,8:30,0.66,1.97,2/6/2008,8:30,, P
7-Feb-08,2/7/2008,Initial Jobless Claims,2-Feb,342,356,375,366,98.4252,INJCJC Index,341.64,360,320,W,39.0,8:30,10.25,1.37,2/7/2008,8:30,,
7-Feb-08,2/7/2008,Continuing Claims,26-Jan,2715,2785,2716,2770,68.8976,INJCSP Index,2724.44,2800,2700,W,9.0,8:30,29.86,2.34,2/7/2008,8:30,,
7-Feb-08,2/7/2008,Pending Home Sales MoM,Dec,-0.01,-0.015,-0.026,-0.008,76.378,USPHTMOM Index,-0.0108,0.018,-0.03,M,33.0,10:00,1.1,-0.45,2/7/2008,10:00,,
7-Feb-08,2/7/2008,ICSC Chain Store Sales YoY,Jan,0.008,0.005,0.009,0.007,0.0,MBRXYOY Index,0.0063,0.01,0,M,4.0,1:30,0.41,-0.6,2/7/2008,13:30,,
7-Feb-08,2/7/2008,Consumer Credit,Dec,7.400,4.500,15.400,15.323,39.3701,CICRTOT Index,7.26,12.000,3.000,M,32.0,3:00,1.99,-1.46,2/7/2008,15:00,,
8-Feb-08,2/8/2008,Wholesale Inventories MoM,Dec,0.003,0.011,0.006,0.012,81.1024,MWINCHNG Index,0.003,0.01,-0.005,M,39.0,10:00,0.22,3.6,2/8/2008,10:00,,
12-Feb-08,2/12/2008,IBD/TIPP Economic Optimism,Feb,42.3,44.5,43.2,,0.0,ECONUSIB Index,42.58,45,41,M,6.0,10:00,1.24,1.82,2/12/2008,10:00,,
12-Feb-08,2/12/2008,Monthly Budget Statement,Jan,20.0,17.8,38.2,48.3,75.5906,FDDSSD Index,23.49,40.0,15.0,M,37.0,2:00,9.18,-0.24,2/12/2008,14:00,,
12-Feb-08,2/12/2008,Bloomberg Consumer Comfort,10-Feb,,-37,-33,33,66.9291,COMFCOMF Index,,,,W,2.0,5:00,,,2/12/2008,17:00,,
12-Feb-08,2/12/2008,ABC Consumer Confidence,10-Feb,,-37,-33,,0.0,ACNFCOMF Index,,,,W,2.0,5:00,,,2/12/2008,17:00,,
13-Feb-08,2/13/2008,MBA Mortgage Applications,8-Feb,,-0.021,0.03,,92.3077,MBAVCHNG Index,,,,W,0.0,7:00,,,2/13/2008,7:00,,
13-Feb-08,2/13/2008,Retail Sales Advance MoM,Jan,-0.003,0.003,-0.004,-0.012,92.126,RSTAMOM Index,-0.0029,0.003,-0.012,M,81.0,8:30,0.33,1.84,2/13/2008,8:30,,
13-Feb-08,2/13/2008,Retail Sales Ex Auto MoM,Jan,0.002,0.003,-0.004,-0.007,64.4882,RSTAXMOM Index,0.0011,0.006,-0.007,M,77.0,8:30,0.26,0.38,2/13/2008,8:30,,
13-Feb-08,2/13/2008,Business Inventories,Dec,0.005,0.006,0.004,0.007,38.5827,MTIBCHNG Index,0.0048,0.01,0.002,M,55.0,10:00,0.16,0.64,2/13/2008,10:00,,
14-Feb-08,2/14/2008,Initial Jobless Claims,9-Feb,347,348,356,350,98.4252,INJCJC Index,348.33,392,330,W,40.0,8:30,11.15,0.13,2/14/2008,8:30,,
14-Feb-08,2/14/2008,Continuing Claims,2-Feb,2759,2761,2785,2845,68.8976,INJCSP Index,2766.63,2830,2700,W,8.0,8:30,35.84,0.06,2/14/2008,8:30,,
14-Feb-08,2/14/2008,Trade Balance,Dec,-61.5,-58.8,-63.1,-60.7,84.25200000000001,USTBTOT Index,-61.45,-57.0,-66.5,M,76.0,8:30,1.51,1.75,2/14/2008,8:30,,
15-Feb-08,2/15/2008,Empire Manufacturing,Feb,6.5,-11.7,9,7.2,82.6772,EMPRGBCI Index,6.36,11.6,-1.2,M,49.0,8:30,3.0,-6.08,2/15/2008,8:30,,
15-Feb-08,2/15/2008,Import Price Index MoM,Jan,0.005,0.017,0,-0.002,77.1654,IMP1CHNG Index,0.0046,0.02,-0.01,M,52.0,8:30,0.42,2.99,2/15/2008,8:30,,
15-Feb-08,2/15/2008,Import Price Index YoY,Jan,0.127,0.137,0.109,0.106,35.4331,IMP1YOY% Index,0.1276,0.133,0.124,M,5.0,8:30,0.3,3.33,2/15/2008,8:30,,
15-Feb-08,2/15/2008,Net Long-term TIC Flows,Dec,73.5,56.5,90.9,82.1,72.4409,FRNTTOTL Index,71.49,100.0,45.0,M,14.0,9:00,14.94,-1.14,2/15/2008,9:00,,
15-Feb-08,2/15/2008,Total Net TIC Flows,Dec,65.0,60.4,149.9,120.7,64.5669,FRNTTNET Index,60.00,70.0,40.0,M,5.0,9:00,11.4,-0.4,2/15/2008,9:00,,
15-Feb-08,2/15/2008,Capacity Utilization,Jan,0.813,0.815,0.814,0.811,62.8346,CPTICHNG Index,0.8134,0.816,0.81,M,69.0,9:15,0.12,1.64,2/15/2008,9:15,,
15-Feb-08,2/15/2008,Industrial Production MoM,Jan,0.001,0.001,0,0,89.7638,IP CHNG Index,0.001,0.005,-0.002,M,79.0,9:15,0.13,0.0,2/15/2008,9:15,,
15-Feb-08,2/15/2008,U. of Mich. Sentiment P,Feb P,76,69.6,78.4,,94.4882,CONSSENT Index,75.64,80.6,68,M,66.0,10:00,2.68,-2.39,2/15/2008,10:00,, P
19-Feb-08,2/19/2008,NAHB Housing Market Index,Feb,19,20,19,,45.6693,USHBMIDX Index,19.08,22,17,M,37.0,1:00,0.85,1.18,2/19/2008,13:00,,
19-Feb-08,2/19/2008,ABC Consumer Confidence,17-Feb,-37,-37,-37,,0.0,ACNFCOMF Index,-36.67,-35,-38,W,3.0,5:00,1.25,0.0,2/19/2008,17:00,,
19-Feb-08,2/19/2008,Bloomberg Consumer Comfort,17-Feb,-37,-37,-37,32,66.9291,COMFCOMF Index,-36.67,-35,-38,W,3.0,5:00,1.25,0.0,2/19/2008,17:00,,
20-Feb-08,2/20/2008,MBA Mortgage Applications,15-Feb,,-0.226,-0.021,,92.3077,MBAVCHNG Index,,,,W,1.0,7:00,,,2/20/2008,7:00,,
20-Feb-08,2/20/2008,CPI Core Index SA,Jan,,213.765,213.148,213.168,40.1575,CPUPAXFE Index,,,,M,0.0,8:30,,,2/20/2008,8:30,,
20-Feb-08,2/20/2008,CPI YoY,Jan,0.042,0.043,0.041,,70.0787,CPI YOY Index,0.0419,0.044,0.041,M,31.0,8:30,0.09,1.17,2/20/2008,8:30,,
20-Feb-08,2/20/2008,CPI Ex Food and Energy YoY,Jan,0.024,0.025,0.024,,54.3307,CPI XYOY Index,0.0238,0.025,0.023,M,33.0,8:30,0.05,1.92,2/20/2008,8:30,,
20-Feb-08,2/20/2008,Housing Starts,Jan,1010,1012,1006,1037,88.9764,NHSPSTOT Index,1014.75,1100,950,M,72.0,8:30,30.49,0.07,2/20/2008,8:30,,
20-Feb-08,2/20/2008,CPI Ex Food and Energy MoM,Jan,0.002,0.003,0.002,,76.8504,CPUPXCHG Index,0.002,0.003,0.001,M,74.0,8:30,0.03,3.36,2/20/2008,8:30,,
20-Feb-08,2/20/2008,CPI Index NSA,Jan,210.9,211.08,210.036,,37.0079,CPURNSA Index,210.89,211,210.77,M,5.0,8:30,0.07,2.46,2/20/2008,8:30,,
20-Feb-08,2/20/2008,CPI MoM,Jan,0.003,0.004,0.003,0.003,96.06299999999999,CPI CHNG Index,0.0028,0.004,0.001,M,74.0,8:30,0.06,1.57,2/20/2008,8:30,,
20-Feb-08,2/20/2008,Building Permits,Jan,1050,1048,1068,1149,62.2835,NHSPATOT Index,1039.87,1095,990,M,45.0,8:30,25.64,-0.08,2/20/2008,8:30,,
20-Feb-08,2/20/2008,Minutes of Jan. 29-30 FOMC Meeting,,,,,,0.0,,,,,,,2:00,,,2/20/2008,14:00,,
20-Feb-08,2/20/2008,FOMC Meeting Minutes,30-Jan,,,,,22.8346,FEDMMINU Index,,,,D,0.0,2:00,,,2/20/2008,14:00,,
21-Feb-08,2/21/2008,Initial Jobless Claims,16-Feb,349,349,348,344,98.4252,INJCJC Index,347.83,360,340,W,42.0,8:30,5.36,0.0,2/21/2008,8:30,,
21-Feb-08,2/21/2008,Continuing Claims,9-Feb,2760,2784,2761,2810,68.8976,INJCSP Index,2763.89,2790,2750,W,9.0,8:30,14.1,1.7,2/21/2008,8:30,,
21-Feb-08,2/21/2008,Leading Index,Jan,-0.001,-0.001,-0.002,-0.01,83.4646,LEI CHNG Index,-0.0009,0.002,-0.003,M,54.0,10:00,0.11,0.0,2/21/2008,10:00,,
21-Feb-08,2/21/2008,Philadelphia Fed Business Outlook,Feb,-10,-24,-20.9,-18.3,78.7402,OUTFGAF Index,-10.48,0,-25,M,55.0,10:00,4.03,-3.47,2/21/2008,10:00,,
25-Feb-08,2/25/2008,Existing Home Sales,Jan,4.80,4.89,4.89,4.41,88.189,ETSLTOTL Index,4.81,5.00,4.65,M,63.0,10:00,0.06,1.45,2/25/2008,10:00,,
25-Feb-08,2/25/2008,Existing Home Sales MoM,Jan,-0.018,-0.004,-0.022,-0.011,49.6063,ETSLMOM Index,-0.0167,0.022,-0.049,M,63.0,10:00,1.27,1.1,2/25/2008,10:00,,
26-Feb-08,2/26/2008,PPI YoY,Jan,0.073,0.074,0.063,0.062,0.0,PPI YOY Index,0.0744,0.086,0.068,M,17.0,8:30,0.42,0.24,2/26/2008,8:30,,
26-Feb-08,2/26/2008,PPI MoM,Jan,0.004,0.01,-0.001,-0.004,0.0,PPI CHNG Index,0.004,0.012,-0.003,M,70.0,8:30,0.24,2.49,2/26/2008,8:30,,
26-Feb-08,2/26/2008,PPI Ex Food and Energy YoY,Jan,0.022,0.023,0.02,,0.0,PPI XYOY Index,0.0218,0.023,0.02,M,17.0,8:30,0.1,1.02,2/26/2008,8:30,,
26-Feb-08,2/26/2008,PPI Ex Food and Energy MoM,Jan,0.002,0.004,0.002,0,0.0,PXFECHNG Index,0.0023,0.005,0,M,67.0,8:30,0.08,2.45,2/26/2008,8:30,,
26-Feb-08,2/26/2008,S&P CoreLogic CS 20-City NSA Index,Dec,,184.86,188.82,188.94,43.3071,SPCS20 Index,,,,M,2.0,9:00,,,2/26/2008,9:00,,
26-Feb-08,2/26/2008,S&P CoreLogic CS US HPI NSA Index,Dec,,170.6,180.45,179.13,33.0709,SPCSUSA Index,,,,M,1.0,9:00,,,2/26/2008,9:00,,
26-Feb-08,2/26/2008,S&P CoreLogic CS US HPI YoY NSA,Dec,,-0.089,-0.0452,-0.0275,33.8583,SPCSUSAY Index,,,,M,1.0,9:00,,,2/26/2008,9:00,,
26-Feb-08,2/26/2008,S&P CoreLogic CS 20-City YoY NSA,Dec,-0.0965,-0.091,-0.077,-0.0768,40.9449,SPCS20Y% Index,-0.0937,-0.085,-0.104,M,10.0,9:00,0.7,0.78,2/26/2008,9:00,,
