date,DateTime,Event,Period,SurvM,Actual,Prior,Revised,BB_relevance_index,Ticker,SurvA,SurvH,SurvL,Freq,Ests,Time,StdDev,Surprise,DateTime1,DateTime2,DateTime3
01aug2003,08/01/03 08:30,Avg Hourly Earning MOM Prod,Jul,.002,.003,.002,.002,0,USHETOT% Index,.0022,.003,.001,M,51,8:30,.05,1.82,08/01/03,08:30,
01aug2003,08/01/03 08:30,Change in Manufact. Payrolls,Jul,-33k,-71k,-56k,-64k,69.44880000000001,USMMMNCH Index,-34.00k,-10k,-56k,M,16,8:30,12.66,-3.04,08/01/03,08:30,
01aug2003,08/01/03 10:00,ISM Manufacturing,Jul,52,51.8,49.8,49,95.2756,NAPMPMI Index,51.8,54,50.1,M,66,10:00,.85,-.23,08/01/03,10:00,
01aug2003,08/01/03 17:24,Wards Total Vehicle Sales,Jul,16.50m,17.30m,16.40m,16.71m,44.0945,SAARTOTL Index,16.50m,16.80m,16.20m,M,9,5:24,.17,4.71,08/01/03,17:24,
01aug2003,08/01/03 08:30,Avg Hourly Earning YOY Prod,Jul,,.031,.03,.028,0,USHEYOY Index,,,,M,1,8:30,,,08/01/03,08:30,
01aug2003,08/01/03 10:00,Construction Spending MoM,Jun,.0041,.003,-.005,,80.315,CNSTTMOM Index,.0041,.012,,M,50,10:00,.32,3124936.09,08/01/03,10:00,
04aug2003,08/04/03 10:00,Factory Orders,Jun,.015,.017,.004,.01,85.0394,TMNOCHNG Index,.0156,.022,.006,M,58,10:00,.29,.6899999999999999,08/04/03,10:00,
05aug2003,08/05/03 10:00,ISM Non-Manufacturing,Jul,58,65.09999999999999,60.6,59.2,0,NAPMNMAN Index,58.28,62,56,M,48,10:00,1.19,5.97,08/05/03,10:00,
07aug2003,08/07/03 08:30,Continuing Claims,26-Jul,3650k,3691k,3648k,3592k,68.8976,INJCSP Index,3643.33k,3650k,3630k,W,3,8:30,9.43,4.35,08/07/03,08:30,
07aug2003,08/07/03 08:30,Initial Jobless Claims, 2-Aug,395k,390k,388k,398k,98.4252,INJCJC Index,394.91k,410k,380k,W,32,8:30,7.13,-.7,08/07/03,08:30,
07aug2003,08/07/03 08:30,Unit Labor Costs,2Q P,-.01,-.021,.015,.02,37.7953,COSTNFR% Index,-.01,.018,-.035,Q,45,8:30,1.26,-.87,08/07/03,08:30,
07aug2003,08/07/03 15:00,Consumer Credit,Jun,$6.000b,-$0.400b,$7.300b,$13.403b,39.3701,CICRTOT Index,$6.46b,$10.000b,$4.200b,M,40,3:00,1.5,-4.28,08/07/03,15:00,
07aug2003,08/07/03 08:30,Nonfarm Productivity,2Q P,.041,.057,.019,.036,42.5197,PRODNFR% Index,.0409,.066,.014,Q,56,8:30,1.16,1.38,08/07/03,08:30,
07aug2003,08/07/03 10:00,Wholesale Inventories MoM,Jun,0,0,-.003,-.005,81.1024,MWINCHNG Index,.0001,.004,-.005,M,28,10:00,.19,0,08/07/03,10:00,
12aug2003,08/12/03 14:15,FOMC Rate Decision (Upper Bound),12-Aug,.01,.01,.01,,97.6378,FDTR Index,.01,.01,.01,D,95,2:15,0,,08/12/03,14:15,
13aug2003,08/13/03 10:00,Business Inventories,Jun,-.001,.001,-.002,-.004,38.5827,MTIBCHNG Index,-.0005,.005,-.003,M,52,10:00,.14,1.44,08/13/03,10:00,
13aug2003,08/13/03 08:30,Import Price Index YoY,Jul,,.021,.02,.022,35.4331,IMP1YOY% Index,,,,M,0,8:30,,,08/13/03,08:30,
13aug2003,08/13/03 08:30,Retail Sales Ex Auto MoM,Jul,.006,.008,.007,.011,64.48820000000001,RSTAXMOM Index,.0055,.008,.002,M,56,8:30,.14,1.44,08/13/03,08:30,
13aug2003,08/13/03 08:30,Retail Sales Advance MoM,Jul,.01,.014,.005,.011,92.126,RSTAMOM Index,.0096,.015,.003,M,58,8:30,.25,1.58,08/13/03,08:30,
13aug2003,08/13/03 08:30,Import Price Index MoM,Jul,.002,.005,.008,.009,77.16540000000001,IMP1CHNG Index,.0026,.01,-.002,M,29,8:30,.32,.95,08/13/03,08:30,
14aug2003,08/14/03 14:00,FOMC Meeting Minutes,25-Jun,,,,,22.8346,FEDMMINU Index,,,,D,0,2:00,,,08/14/03,14:00,
14aug2003,08/14/03 08:30,PPI Ex Food and Energy YoY,Jul,,.002,-.003,,0,PPI XYOY Index,,,,M,0,8:30,,,08/14/03,08:30,
14aug2003,08/14/03 08:30,Trade Balance,Jun,-$42.0b,-$39.5b,-$41.8b,-$41.0b,84.252,USTBTOT Index,-$41.78b,-$40.0b,-$43.0b,M,60,8:30,.62,4.05,08/14/03,08:30,
14aug2003,08/14/03 08:30,PPI MoM,Jul,.001,.001,.005,.006,0,PPI CHNG Index,.0015,.007,-.003,M,64,8:30,.13,0,08/14/03,08:30,
14aug2003,08/14/03 08:30,Continuing Claims, 2-Aug,,3657k,3691k,3647k,68.8976,INJCSP Index,,,,W,2,8:30,,,08/14/03,08:30,
14aug2003,08/14/03 08:30,PPI YoY,Jul,,.03,.029,,0,PPI YOY Index,,,,M,1,8:30,,,08/14/03,08:30,
14aug2003,08/14/03 08:30,PPI Ex Food and Energy MoM,Jul,0,.002,-.001,0,0,PXFECHNG Index,.0005,.004,-.001,M,60,8:30,.08,2.36,08/14/03,08:30,
14aug2003,08/14/03 14:00,Minutes of June 25 FOMC Meeting,,,,,,0,,,,,,,2:00,,,08/14/03,14:00,
14aug2003,08/14/03 08:30,Initial Jobless Claims, 9-Aug,393k,398k,390k,401k,98.4252,INJCJC Index,391.70k,400k,380k,W,40,8:30,5.18,.96,08/14/03,08:30,
15aug2003,08/15/03 09:15,Industrial Production MoM,Jul,.002,.005,.001,.002,89.7638,IP CHNG Index,.0015,.006,-.005,M,61,9:15,.19,1.57,08/15/03,09:15,
15aug2003,08/15/03 09:15,Capacity Utilization,Jul,.744,.745,.743,.755,62.8346,CPTICHNG Index,.7438,.755,.74,M,56,9:15,.22,.46,08/15/03,09:15,
15aug2003,08/15/03 08:30,CPI MoM,Jul,.002,.002,.002,.001,96.063,CPI CHNG Index,.0019,.003,.001,M,64,8:30,.06,0,08/15/03,08:30,
15aug2003,08/15/03 08:30,CPI Ex Food and Energy YoY,Jul,,.015,.015,,54.3307,CPI XYOY Index,,,,M,2,8:30,,,08/15/03,08:30,
15aug2003,08/15/03 08:30,CPI Ex Food and Energy MoM,Jul,.001,.002,0,.001,76.85039999999999,CPUPXCHG Index,.0011,.002,-.001,M,62,8:30,.05,1.89,08/15/03,08:30,
15aug2003,08/15/03 08:30,Empire Manufacturing,Aug,20,10,22.6,19.3,82.6772,EMPRGBCI Index,19.71,27.5,13,M,34,8:30,3.43,-2.92,08/15/03,08:30,
15aug2003,08/15/03 08:30,CPI YoY,Jul,,.021,.021,,70.0787,CPI YOY Index,,,,M,2,8:30,,,08/15/03,08:30,
18aug2003,08/18/03 13:00,NAHB Housing Market Index,Aug,63,71,64,65,45.6693,USHBMIDX Index,62.71,65,60,M,14,1:00,1.33,6,08/18/03,13:00,
19aug2003,08/19/03 08:30,Housing Starts,Jul,1791k,1872k,1803k,1867k,88.9764,NHSPSTOT Index,1795.33k,1900k,1730k,M,60,8:30,33.35,2.43,08/19/03,08:30,
19aug2003,08/19/03 14:00,Monthly Budget Statement,Jul,-$53.0b,-$54.2b,-$29.2b,$21.2b,75.59059999999999,FDDSSD Index,-$54.93b,-$40.0b,-$120.0b,M,40,2:00,10.99,-.11,08/19/03,14:00,
19aug2003,08/19/03 09:56,U. of Mich. Sentiment,Aug P,91.40000000000001,90.2,90.90000000000001,,94.48820000000001,CONSSENT Index,91.23,94,88,M,56,9:56,1.32,-.87,08/19/03,09:56,
19aug2003,08/19/03 08:30,Building Permits,Jul,1800k,1780k,1817k,1875k,62.2835,NHSPATOT Index,1811.41k,1878k,1780k,M,27,8:30,28.75,-.7,08/19/03,08:30,
21aug2003,08/21/03 08:30,Initial Jobless Claims,16-Aug,395k,386k,398k,404k,98.4252,INJCJC Index,393.25k,410k,375k,W,36,8:30,8.73,-1.03,08/21/03,08:30,
21aug2003,08/21/03 10:00,Leading Index,Jul,.004,.004,.001,.008,83.4646,LEI CHNG Index,.0044,.007,.001,M,54,10:00,.13,0,08/21/03,10:00,
21aug2003,08/21/03 08:30,Continuing Claims, 9-Aug,,3673k,3657k,3601k,68.8976,INJCSP Index,,,,W,2,8:30,,,08/21/03,08:30,
21aug2003,08/21/03 12:00,Philadelphia Fed Business Outlook,Aug,10,22.1,8.300000000000001,7.7,78.7402,OUTFGAF Index,10.23,15,4.8,M,48,12:00,2.13,5.67,08/21/03,12:00,
25aug2003,08/25/03 10:00,One-Family Home Resales,Jul,5.90m,6.12m,5.83m,,0,EHSLSL Index,5.92m,6.20m,5.60m,M,54,10:00,.09,2.35,08/25/03,10:00,
26aug2003,08/26/03 08:30,Durables Ex Transportation,Jul,.006,.017,.018,.012,74.33069999999999,DGNOXTCH Index,.0067,.04,-.015,M,16,8:30,1.15,1,08/26/03,08:30,
26aug2003,08/26/03 08:30,Durable Goods Orders,Jul,.01,.01,.026,.011,92.9134,DGNOCHNG Index,.0105,.095,-.02,M,66,8:30,1.32,0,08/26/03,08:30,
26aug2003,08/26/03 10:00,New Home Sales,Jul,1150k,1165k,1160k,1193k,91.3386,NHSLTOT Index,1140.93k,1200k,1000k,M,60,10:00,43.74,.34,08/26/03,10:00,
26aug2003,08/26/03 10:00,Conf. Board Consumer Confidence,Aug,80,81.3,76.59999999999999,77,93.7008,CONCCONF Index,79.34999999999999,83.5,73,M,65,10:00,1.89,.6899999999999999,08/26/03,10:00,
28aug2003,08/28/03 10:00,Help Wanted Index,Jul,39,38,38,,0,LHWANWPA Index,38.69,40,37,M,16,10:00,.68,-1.47,08/28/03,10:00,
28aug2003,08/28/03 08:30,Initial Jobless Claims,23-Aug,390k,394k,386k,398k,98.4252,INJCJC Index,390.98k,415k,375k,W,41,8:30,8.550000000000001,.47,08/28/03,08:30,
28aug2003,08/28/03 08:30,GDP Price Deflator,2Q P,.01,.009,.01,.012,0,GDP DCHG Index,.01,.011,.009,Q,45,8:30,.03,-3.39,08/28/03,08:30,
28aug2003,08/28/03 08:30,Continuing Claims,16-Aug,,3657k,3673k,3596k,68.8976,INJCSP Index,,,,W,1,8:30,,,08/28/03,08:30,
28aug2003,08/28/03 08:30,GDP Annualized QoQ,2Q P,.029,.031,.024,.035,96.85039999999999,GDP CQOQ Index,.0291,.033,.024,Q,69,8:30,.17,1.15,08/28/03,08:30,
28aug2003,08/28/03 08:30,Personal Consumption,2Q P,.036,.038,.033,.046,67.7953,GDPCTOT% Index,.0362,.038,.033,Q,6,8:30,.17,1.19,08/28/03,08:30,
29aug2003,08/29/03 08:30,Personal Spending,Jul,.008,.008,.003,.007,85.82680000000001,PCE CRCH Index,.0076,.01,.002,M,65,8:30,.17,0,08/29/03,08:30,
29aug2003,08/29/03 08:30,Personal Income,Jul,.003,.002,.003,.005,85.82680000000001,PITLCHNG Index,.0029,.008,0,M,64,8:30,.14,-.6899999999999999,08/29/03,08:30,
29aug2003,08/29/03 10:00,MNI Chicago PMI,Aug,56,58.9,55.9,54.5,81.88979999999999,CHPMINDX Index,55.9,60,53,M,54,10:00,1.41,2.05,08/29/03,10:00,
29aug2003,08/29/03 09:50,U. of Mich. Sentiment,Aug F,90.5,89.3,90.2,89.3,94.48820000000001,CONSSENT Index,90.44,91.5,89,M,50,9:50,.46,-2.49,08/29/03,09:50,
02sep2003,09/02/03 10:00,ISM Prices Paid,Aug,55,53,53,,74.0157,NAPMPRIC Index,54.59,58,52,M,18,10:00,1.41,-1.42,09/02/03,10:00,
02sep2003,09/02/03 10:00,ISM Manufacturing,Aug,54,54.7,51.8,51,95.2756,NAPMPMI Index,53.89,57.5,52,M,65,10:00,1.03,.68,09/02/03,10:00,
03sep2003,09/03/03,Wards Total Vehicle Sales,Aug,17.50m,19.00m,17.30m,16.81m,44.0945,SAARTOTL Index,17.30m,18.50m,15.00m,M,17,,.79,1.89,09/03/03,,
03sep2003,09/03/03 14:00,Fed's Beige Book,,,,,,0,,,,,,,2:00,,,09/03/03,14:00,
03sep2003,09/03/03,Wards Domestic Vehicle Sales,Aug,14.05m,15.50m,14.00m,,0,SAARDTOT Index,14.08m,15.30m,13.20m,M,32,,.53,2.75,09/03/03,,
03sep2003,09/03/03 10:00,Construction Spending MoM,Jul,.0045,.002,.003,.016,80.315,CNSTTMOM Index,.0045,.01,,M,49,10:00,.27,3688274.59,09/03/03,10:00,
04sep2003,09/04/03 08:30,Unit Labor Costs,2Q F,-.027,-.028,-.021,.019,37.7953,COSTNFR% Index,-.0272,-.017,-.032,Q,41,8:30,.32,-.31,09/04/03,08:30,
04sep2003,09/04/03 10:00,ISM Non-Manufacturing,Aug,62.5,65.09999999999999,65.09999999999999,62.7,0,NAPMNMAN Index,62.62,67,57,M,53,10:00,2.24,1.16,09/04/03,10:00,
04sep2003,09/04/03 08:30,Nonfarm Productivity,2Q F,.064,.068,.057,.051,42.5197,PRODNFR% Index,.0637,.069,.053,Q,56,8:30,.29,1.39,09/04/03,08:30,
04sep2003,09/04/03 08:30,Continuing Claims,23-Aug,,3663k,3657k,3603k,68.8976,INJCSP Index,,,,W,2,8:30,,,09/04/03,08:30,
04sep2003,09/04/03 10:00,Factory Orders,Jul,.008,.016,.017,.013,85.0394,TMNOCHNG Index,.0087,.018,-.002,M,64,10:00,.31,2.61,09/04/03,10:00,
04sep2003,09/04/03 08:30,Initial Jobless Claims,30-Aug,393k,413k,394k,391k,98.4252,INJCJC Index,392.16k,400k,375k,W,38,8:30,4.55,4.51,09/04/03,08:30,
05sep2003,09/05/03 08:30,Change in Nonfarm Payrolls,Aug,20k,-93k,-44k,-2k,99.21259999999999,NFP TCH Index,17.47k,60k,-30k,M,64,8:30,20.7,-5.46,09/05/03,08:30,
05sep2003,09/05/03 08:30,Avg Hourly Earning MOM Prod,Aug,.003,.001,.003,.003,0,USHETOT% Index,.0027,.004,.002,M,52,8:30,.06,-3.63,09/05/03,08:30,
05sep2003,09/05/03 08:30,Avg Hourly Earning YOY Prod,Aug,,.029,.031,.028,0,USHEYOY Index,,,,M,0,8:30,,,09/05/03,08:30,
05sep2003,09/05/03 08:30,Unemployment Rate,Aug,.062,.061,.062,,89.29130000000001,USURTOT Index,.0624,.063,.061,M,65,8:30,.06,-1.75,09/05/03,08:30,
05sep2003,09/05/03 08:30,Avg Weekly Hours Production,Aug,33.6,33.6,33.6,,0,USWHTOT Index,33.63,33.8,33.4,M,37,8:30,.1,0,09/05/03,08:30,
05sep2003,09/05/03 08:30,Change in Manufact. Payrolls,Aug,-35k,-44k,-71k,-91k,69.44880000000001,USMMMNCH Index,-31.22k,15k,-55k,M,18,8:30,15.72,-.57,09/05/03,08:30,
08sep2003,09/08/03 15:00,Consumer Credit,Jul,$5.000b,$6.000b,-$0.400b,$5.766b,39.3701,CICRTOT Index,$4.57b,$8.200b,-$1.000b,M,43,3:00,2.06,.48,09/08/03,15:00,
09sep2003,09/09/03 10:00,Wholesale Inventories MoM,Jul,.001,0,0,-.003,81.1024,MWINCHNG Index,.0008,.005,-.002,M,32,10:00,.19,-.26,09/09/03,10:00,
11sep2003,09/11/03 08:30,Import Price Index MoM,Aug,.004,.002,.005,,77.16540000000001,IMP1CHNG Index,.004,.01,0,M,29,8:30,.26,-.77,09/11/03,08:30,
11sep2003,09/11/03 08:30,Trade Balance,Jul,-$40.5b,-$40.3b,-$39.5b,-$39.7b,84.252,USTBTOT Index,-$40.57b,-$37.0b,-$42.9b,M,65,8:30,.91,.22,09/11/03,08:30,
11sep2003,09/11/03 08:30,Continuing Claims,30-Aug,3650k,3672k,3639k,3574k,68.8976,INJCSP Index,3663.33k,3690k,3650k,W,3,8:30,18.86,1.17,09/11/03,08:30,
11sep2003,09/11/03 08:30,Import Price Index YoY,Aug,,.021,.021,.023,35.4331,IMP1YOY% Index,,,,M,0,8:30,,,09/11/03,08:30,
11sep2003,09/11/03 08:30,Initial Jobless Claims, 6-Sep,400k,422k,413k,407k,98.4252,INJCJC Index,399.97k,410k,390k,W,38,8:30,5.79,3.8,09/11/03,08:30,
12sep2003,09/12/03 08:30,Retail Sales Advance MoM,Aug,.015,.006,.014,.01,92.126,RSTAMOM Index,.0151,.022,0,M,68,8:30,.41,-2.21,09/12/03,08:30,
12sep2003,09/12/03 08:30,PPI Ex Food and Energy YoY,Aug,.003,.004,.002,,0,PPI XYOY Index,.003,.005,.002,M,4,8:30,.12,1.22,09/12/03,08:30,
12sep2003,09/12/03 08:30,PPI Ex Food and Energy MoM,Aug,.001,.001,.002,.001,0,PXFECHNG Index,.0006,.003,-.002,M,63,8:30,.09,0,09/12/03,08:30,
12sep2003,09/12/03 08:30,Retail Sales Ex Auto MoM,Aug,.008,.007,.008,.01,64.48820000000001,RSTAXMOM Index,.0078,.013,.002,M,66,8:30,.22,-.45,09/12/03,08:30,
12sep2003,09/12/03 08:30,PPI MoM,Aug,.003,.004,.001,.001,0,PPI CHNG Index,.003,.009,-.001,M,66,8:30,.15,.67,09/12/03,08:30,
12sep2003,09/12/03 08:30,PPI YoY,Aug,.032,.034,.03,,0,PPI YOY Index,.0318,.033,.03,M,4,8:30,.13,1.54,09/12/03,08:30,
12sep2003,09/12/03 09:50,U. of Mich. Sentiment,Sep P,90.2,88.2,89.3,,94.48820000000001,CONSSENT Index,90.33,92.5,88,M,57,9:50,1.09,-1.84,09/12/03,09:50,
15sep2003,09/15/03 08:30,Empire Manufacturing,Sep,15,18.4,10,15.5,82.6772,EMPRGBCI Index,14.16,25,8,M,28,8:30,3.33,1.01,09/15/03,08:30,
15sep2003,09/15/03 08:30,Current Account Balance,2Q,-$138.2b,-$138.7b,-$136.1b,-$135.4b,71.65349999999999,USCABAL Index,-$138.57b,-$134.5b,-$143.0b,Q,33,8:30,1.56,-.32,09/15/03,08:30,
15sep2003,09/15/03 09:15,Industrial Production MoM,Aug,.003,.001,.005,.004,89.7638,IP CHNG Index,.0027,.006,-.001,M,52,9:15,.17,-1.15,09/15/03,09:15,
15sep2003,09/15/03 09:15,Capacity Utilization,Aug,.746,.746,.745,.758,62.8346,CPTICHNG Index,.7463,.75,.741,M,47,9:15,.17,0,09/15/03,09:15,
15sep2003,09/15/03 08:30,Business Inventories,Jul,-.001,-.001,.001,-.003,38.5827,MTIBCHNG Index,-.0011,.002,-.004,M,44,8:30,.15,0,09/15/03,08:30,
16sep2003,09/16/03 08:30,CPI YoY,Aug,,.022,.021,,70.0787,CPI YOY Index,,,,M,1,8:30,,,09/16/03,08:30,
16sep2003,09/16/03 08:30,CPI MoM,Aug,.004,.003,.002,.003,96.063,CPI CHNG Index,.0035,.006,.002,M,68,8:30,.09,-1.15,09/16/03,08:30,
16sep2003,09/16/03 13:00,NAHB Housing Market Index,Sep,70,68,71,,45.6693,USHBMIDX Index,69,73,62,M,12,1:00,2.58,-.77,09/16/03,13:00,
16sep2003,09/16/03 08:30,CPI Ex Food and Energy MoM,Aug,.002,.001,.002,,76.85039999999999,CPUPXCHG Index,.0017,.003,.001,M,68,8:30,.05,-2.01,09/16/03,08:30,
16sep2003,09/16/03 14:19,FOMC Rate Decision (Upper Bound),16-Sep,.01,.01,.01,,97.6378,FDTR Index,.01,.01,.01,D,101,2:19,0,,09/16/03,14:19,
16sep2003,09/16/03 08:30,CPI Ex Food and Energy YoY,Aug,,.013,.015,,54.3307,CPI XYOY Index,,,,M,2,8:30,,,09/16/03,08:30,
17sep2003,09/17/03 08:30,Housing Starts,Aug,1828k,1820k,1872k,1897k,88.9764,NHSPSTOT Index,1827.98k,1928k,1700k,M,64,8:30,42.49,-.18,09/17/03,08:30,
17sep2003,09/17/03 14:00,Monthly Budget Statement,Aug,-$78.0b,-$76.5b,-$54.7b,-$54.2b,75.59059999999999,FDDSSD Index,-$79.25b,-$73.0b,-$89.0b,M,38,2:00,3.49,.43,09/17/03,14:00,
17sep2003,09/17/03 08:30,Building Permits,Aug,1800k,1886k,1780k,1885k,62.2835,NHSPATOT Index,1796.25k,1880k,1680k,M,24,8:30,40.09,2.15,09/17/03,08:30,
18sep2003,09/18/03 14:00,Minutes of Aug. 12 FOMC Meeting,,,,,,0,,,,,,,2:00,,,09/18/03,14:00,
18sep2003,09/18/03 12:00,Philadelphia Fed Business Outlook,Sep,17,14.6,22.1,20.3,78.7402,OUTFGAF Index,17.29,25,8,M,49,12:00,3.5,-.6899999999999999,09/18/03,12:00,
18sep2003,09/18/03 08:30,Initial Jobless Claims,13-Sep,410k,399k,422k,422k,98.4252,INJCJC Index,408.68k,425k,398k,W,38,8:30,5.82,-1.89,09/18/03,08:30,
18sep2003,09/18/03 14:00,FOMC Meeting Minutes,12-Aug,,,,,22.8346,FEDMMINU Index,,,,D,0,2:00,,,09/18/03,14:00,
18sep2003,09/18/03 10:00,Leading Index,Aug,.004,.004,.004,.005,83.4646,LEI CHNG Index,.0039,.007,.002,M,55,10:00,.08,0,09/18/03,10:00,
18sep2003,09/18/03 08:30,Continuing Claims, 6-Sep,,3683k,3672k,3608k,68.8976,INJCSP Index,,,,W,2,8:30,,,09/18/03,08:30,
25sep2003,09/25/03 08:30,Continuing Claims,13-Sep,,3631k,3683k,3598k,68.8976,INJCSP Index,,,,W,2,8:30,,,09/25/03,08:30,
25sep2003,09/25/03 10:00,Help Wanted Index,Aug,39,37,38,,0,LHWANWPA Index,38.56,40,37,M,16,10:00,.7,-2.84,09/25/03,10:00,
25sep2003,09/25/03 08:30,Initial Jobless Claims,20-Sep,400k,381k,399k,394k,98.4252,INJCJC Index,399.68k,420k,375k,W,40,8:30,8.08,-2.35,09/25/03,08:30,
25sep2003,09/25/03 08:30,Durables Ex Transportation,Aug,.005,-.003,.017,.004,74.33069999999999,DGNOXTCH Index,.0046,.015,-.015,M,21,8:30,.6899999999999999,-1.15,09/25/03,08:30,
25sep2003,09/25/03 10:00,New Home Sales,Aug,1123k,1150k,1165k,1168k,91.3386,NHSLTOT Index,1123.06k,1225k,990k,M,64,10:00,41.65,.66,09/25/03,10:00,
25sep2003,09/25/03 10:00,One-Family Home Resales,Aug,6.05m,6.47m,6.12m,5.53m,0,EHSLSL Index,6.06m,6.40m,5.78m,M,59,10:00,.1,4.11,09/25/03,10:00,
25sep2003,09/25/03 08:30,Durable Goods Orders,Aug,.006,-.009,.01,-.001,92.9134,DGNOCHNG Index,.0048,.015,-.013,M,68,8:30,.61,-2.38,09/25/03,08:30,
26sep2003,09/26/03 08:30,GDP Annualized QoQ,2Q F,.031,.033,.031,,96.85039999999999,GDP CQOQ Index,.0313,.034,.03,Q,66,8:30,.07,2.97,09/26/03,08:30,
26sep2003,09/26/03 09:50,U. of Mich. Sentiment,Sep F,88.5,87.7,88.2,87.7,94.48820000000001,CONSSENT Index,88.43000000000001,90,87.5,M,51,9:50,.48,-1.67,09/26/03,09:50,
26sep2003,09/26/03 08:30,GDP Price Deflator,2Q F,.009,.01,.009,,0,GDP DCHG Index,.0088,.01,.008,Q,44,8:30,.04,2.36,09/26/03,08:30,
26sep2003,09/26/03 08:30,Personal Consumption,2Q F,.039,.038,.038,,67.7953,GDPCTOT% Index,.0392,.04,.038,Q,11,8:30,.08,-1.2,09/26/03,08:30,
29sep2003,09/29/03 08:30,Personal Spending,Aug,.008,.008,.008,.008,85.82680000000001,PCE CRCH Index,.0073,.011,.004,M,50,8:30,.17,0,09/29/03,08:30,
29sep2003,09/29/03 08:30,Personal Income,Aug,.003,.002,.002,.004,85.82680000000001,PITLCHNG Index,.0026,.006,0,M,51,8:30,.1,-.98,09/29/03,08:30,
30sep2003,09/30/03 10:00,MNI Chicago PMI,Sep,57,51.2,58.9,60.2,81.88979999999999,CHPMINDX Index,57.05,61.5,55,M,54,10:00,1.26,-4.61,09/30/03,10:00,
30sep2003,09/30/03 10:00,Conf. Board Consumer Confidence,Sep,80.5,76.8,81.3,81.7,93.7008,CONCCONF Index,80.90000000000001,85.90000000000001,76,M,61,10:00,1.6,-2.32,09/30/03,10:00,
01oct2003,10/01/03 10:00,ISM Manufacturing,Sep,54.5,53.7,54.7,53.2,95.2756,NAPMPMI Index,54.5,57,50.5,M,61,10:00,1.04,-.77,10/01/03,10:00,
01oct2003,10/01/03 10:00,ISM Prices Paid,Sep,54.6,56,53,,74.0157,NAPMPRIC Index,54.8,62,50,M,20,10:00,2.75,.51,10/01/03,10:00,
01oct2003,10/01/03,Wards Domestic Vehicle Sales,Sep,13.70m,13.40m,15.50m,,0,SAARDTOT Index,13.77m,15.30m,13.00m,M,31,,.53,-.5600000000000001,10/01/03,,
01oct2003,10/01/03,Wards Total Vehicle Sales,Sep,17.10m,16.70m,19.00m,17.95m,44.0945,SAARTOTL Index,17.15m,18.50m,16.50m,M,21,,.48,-.83,10/01/03,,
01oct2003,10/01/03 10:00,Construction Spending MoM,Aug,.004,.002,.002,.012,80.315,CNSTTMOM Index,.0035,.01,-.005,M,46,10:00,.26,-.77,10/01/03,10:00,
02oct2003,10/02/03 08:30,Continuing Claims,20-Sep,,3673k,3631k,3559k,68.8976,INJCSP Index,,,,W,2,8:30,,,10/02/03,08:30,
02oct2003,10/02/03 08:30,Initial Jobless Claims,27-Sep,395k,399k,381k,379k,98.4252,INJCJC Index,398.00k,415k,385k,W,38,8:30,7.13,.5600000000000001,10/02/03,08:30,
02oct2003,10/02/03 10:00,Factory Orders,Aug,-.005,-.008,.016,.003,85.0394,TMNOCHNG Index,-.004,.005,-.013,M,66,10:00,.41,-.74,10/02/03,10:00,
03oct2003,10/03/03 08:30,Change in Nonfarm Payrolls,Sep,-25k,57k,-93k,-40k,99.21259999999999,NFP TCH Index,-20.51k,50k,-66k,M,71,8:30,29.98,2.74,10/03/03,08:30,
03oct2003,10/03/03 08:30,Avg Weekly Hours Production,Sep,33.7,33.7,33.6,33.7,0,USWHTOT Index,33.69,33.8,33.6,M,36,8:30,.05,0,10/03/03,08:30,
03oct2003,10/03/03 08:30,Change in Manufact. Payrolls,Sep,-30k,-29k,-44k,-26k,69.44880000000001,USMMMNCH Index,-33.33k,-15k,-50k,M,19,8:30,10,.1,10/03/03,08:30,
03oct2003,10/03/03 08:30,Avg Hourly Earning MOM Prod,Sep,.002,-.001,.001,.001,0,USHETOT% Index,.0022,.003,.001,M,53,8:30,.06,-5.3,10/03/03,08:30,
03oct2003,10/03/03 08:30,Avg Hourly Earning YOY Prod,Sep,,.027,.029,.027,0,USHEYOY Index,,,,M,2,8:30,,,10/03/03,08:30,
03oct2003,10/03/03 08:30,Unemployment Rate,Sep,.062,.061,.061,,89.29130000000001,USURTOT Index,.0618,.064,.061,M,69,8:30,.06,-1.63,10/03/03,08:30,
03oct2003,10/03/03 10:00,ISM Non-Manufacturing,Sep,63,63.3,65.09999999999999,,0,NAPMNMAN Index,62.95,66.3,58,M,56,10:00,1.85,.16,10/03/03,10:00,
07oct2003,10/07/03 15:00,Consumer Credit,Aug,$6.500b,$8.200b,$6.000b,$6.796b,39.3701,CICRTOT Index,$6.61b,$10.000b,$3.000b,M,44,3:00,1.52,1.12,10/07/03,15:00,
08oct2003,10/08/03 10:00,Wholesale Inventories MoM,Aug,.001,-.002,0,.001,81.1024,MWINCHNG Index,.0009,.005,-.002,M,37,10:00,.14,-2.21,10/08/03,10:00,
09oct2003,10/09/03 08:30,Import Price Index MoM,Sep,-.003,-.005,.002,0,77.16540000000001,IMP1CHNG Index,-.0024,.003,-.01,M,39,8:30,.32,-.63,10/09/03,08:30,
09oct2003,10/09/03 08:30,Initial Jobless Claims, 4-Oct,395k,382k,399k,387k,98.4252,INJCJC Index,392.43k,405k,380k,W,46,8:30,6.38,-2.04,10/09/03,08:30,
